SKU;Product Name;link;spec;amazon_price;amazon_title;match_confidence;status;error_message;condition;link_round1
iPhone125G128GBBlue-VR-ASN-AU;Apple iPhone 12 5G (128GB, Blue) - Pristine;;;;;0;no_match;;;
iPhone12Pro5G128GBBlue-RD-VR-EXD-AU;Apple iPhone 12 Pro 5G (128GB, Blue) - Excellent;https://www.amazon.com.au/dp/B098P7QYFL;128GB, 128 GB, 128GB, 128 GB | Pacific Blue;395;iPhone 12 Pro 128GB Pacific Blue (Renewed);0.5;matched;;Excellent;https://www.amazon.com.au/dp/B098P7QYFL
iPh12Mini5G256GBPurp-VR-ASN-AU;Apple iPhone 12 Mini (256GB, Purple) - Pristine;;;;;0;no_match;;;
iPhone12Pro5G128GBGold-RD-VR-EXD-AU;Apple iPhone 12 Pro 5G (128GB, Gold) - Excellent;;;;;0;no_match;;;
iPhone12Pro5G128GBSpG-RD-VR-EXD-AU;Apple iPhone 12 Pro 5G (128GB, Graphite) - Excellent;;;;;0;no_match;;;
iPhone12Pro5G128GBSilv-RD-VR-EXD-AU;Apple iPhone 12 Pro 5G (128GB, Silver) - Excellent;;;;;0;no_match;;;
iP12Pro5G256GBBlue-RD-VR-EXD-AU;Apple iPhone 12 Pro 5G (256GB, Blue) - Excellent;;;;;0;no_match;;;
iP12MN64GBPurp-VR-ASN-AU;Apple iPhone 12 Mini (64GB, Purple) - Pristine;;;;;0;no_match;;;
iP12Pro5G256GBSilv-RD-VR-EXD-AU;Apple iPhone 12 Pro 5G (256GB, Silver) - Excellent;;;;;0;no_match;;;
iPh12Mini5G128GBBlck-VR-ASN-AU;Apple iPhone 12 Mini 5G (128GB, Black) - Pristine;;;;;0;no_match;;;
iPh12Mini5G128GBBlue-VR-ASN-AU;Apple iPhone 12 Mini 5G (128GB, Blue) - Pristine;;;;;0;no_match;;;
iP12Pro5G512GBGld-VR-ASN-AU;Apple iPhone 12 Pro 5G (512GB, Gold) - Pristine;;;;;0;no_match;;;
iPh12Mini5G128GBGren-VR-ASN-AU;Apple iPhone 12 Mini 5G (128GB, Green) - Pristine;;;;;0;no_match;;;
iPh12Mini5G128GBPurp-VR-ASN-AU;Apple iPhone 12 Mini 5G (128GB, Purple) - Pristine;;;;;0;no_match;;;
iPh12Mini5G128GBRed-VR-ASN-AU;Apple iPhone 12 Mini 5G (128GB, Red) - Pristine;;;;;0;no_match;;;
iPh12Mini5G128GBWht-VR-ASN-AU;Apple iPhone 12 Mini 5G (128GB, White) - Pristine;;;;;0;no_match;;;
iPhn16Pro5G512GBBrz-RD-VR-EXD-AU;Apple iPhone 16 PRO 5G (512GB, Bronze) - Excellent;;;;;0;no_match;;;
iPhn16Pro5G512GBBlk-RD-VR-EXD-AU;Apple iPhone 16 PRO 5G (512GB, Black) - Excellent;;;;;0;no_match;;;
iPhn16Pro5G512GBWht-VR-ASN-AU;Apple iPhone 16 PRO 5G (512GB, White) - Pristine;;;;;0;no_match;;;
iPhn16Pro5G512GBWht-RD-VR-EXD-AU;Apple iPhone 16 PRO 5G (512GB, White) - Excellent;;;;;0;no_match;;;
