SKU;Product Name;link;amazon_price;amazon_title;match_confidence;status;error_message
ApliPd1064GBPnk-RD-VR-EXD-AU;Apple iPad 10 (64GB, Pink) - Excellent;;;;0;no_match;
ApliPd1064GBSlv-RD-VR-EXD-AU;Apple iPad 10 (64GB, Silver) - Excellent;;;;0;no_match;
iPd1064GBWFBluAS-RD-VR-ASN-AU;Apple iPad 10 (64GB, Blue) Australian Stock - Pristine;;;;0;no_match;
ApliPd1064GBYlw-RD-VR-EXD-AU;Apple iPad 10 (64GB, Yellow) - Excellent;;;;0;no_match;
iPd1064GBWFSlv-VR-ASN-AU;Apple iPad 10 (64GB, Silver) - Pristine;;;;0;no_match;
iPd1064GBWFSlvAS-RD-VR-ASN-AU;Apple iPad 10 (64GB, Silver) Australian Stock - Pristine;;;;0;no_match;
ipD2Gry16GBCellAS-RD-VR-EXD-AU;Apple iPad 2 Cellular (16GB, Grey) Australian Stock - Excellent;;;;0;no_match;
iPad232GBCellGryAS-RD-VR-EXD-AU;Apple iPad 2 Cellular (32GB, Grey) Australian stock - Excellent;;;;0;no_match;
iPad232GBCellSilAS-RD-VR-EXD-AU;Apple iPad 2 Cellular (32GB, Silver) Australian stock - Excellent;;;;0;no_match;
iPd1064GBWFYlw-VR-ASN-AU;Apple iPad 10 (64GB, Yellow) - Pristine;;;;0;no_match;
iPad264GBCellGry-RD-VR-EXD-AU;Apple iPad 2 Cellular (64GB, Grey) - Excellent;;;;0;no_match;
iPd1064GBWFYlwAS-RD-VR-ASN-AU;Apple iPad 10 (64GB, Yellow) Australian Stock - Pristine;;;;0;no_match;
iPad264GBCellWht-RD-VR-EXD-AU;Apple iPad 2 Cellular (64GB, White) - Excellent;;;;0;no_match;
iPad232GBWifiBlkAS-RD-VR-EXD-AU;Apple iPad 2 Wifi (32GB, Black) Australian stock - Excellent;;;;0;no_match;
ipD2Gry16GBCell-VR-ASN-AU;Apple iPad 2 Cellular (16GB, Grey) - Pristine;;;;0;no_match;
iPad232GBWifiWhtAS-RD-VR-EXD-AU;Apple iPad 2 Wifi (32GB, White) Australian stock - Excellent;;;;0;no_match;
iPad232GBCellGryAS-VR-ASN-AU;Apple iPad 2 Cellular (32GB, Grey) Australian stock - Pristine;;;;0;no_match;
ipD364GBGryAS-RD-VR-EXD-AU;Apple iPad 3 (64GB, Grey) Australian Stock - Excellent;;;;0;no_match;
iPad232GBCellSilAS-VR-ASN-AU;Apple iPad 2 Cellular (32GB, Silver) Australian stock - Pristine;;;;0;no_match;
ipD364GBSilvAS-RD-VR-EXD-AU;Apple iPad 3 (64GB, Silver) Australian Stock - Excellent;;;;0;no_match;
iPad264GBCellGry-VR-ASN-AU;Apple iPad 2 Cellular (64GB, Grey) - Pristine;;;;0;no_match;
IPD3CELL16GBBlkAS-RD-VR-EXD-AU;Apple iPad 3 Cellular (16GB, Black) Australian Stock - Excellent;;;;0;no_match;
iPad232GBWifiBlkAS-VR-ASN-AU;Apple iPad 2 Wifi (32GB, Black) Australian stock - Pristine;;;;0;no_match;
Ipad332LTEBlkAuStk-RD-VR-EXD-AU;Apple iPad 3 Cellular (32GB, Black) Australian Stock - Excellent;;;;0;no_match;
Ipad364LTEBlkAuStk-RD-VR-EXD-AU;Apple iPad 3 Cellular (64GB, Black) Australian Stock - Excellent;;;;0;no_match;
iPad232GBWifiWhtAS-VR-ASN-AU;Apple iPad 2 Wifi (32GB, White) Australian stock - Pristine;;;;0;no_match;
Ipad364LTEWhtAuStk-VR-EXD-AU;Apple iPad 3 Cellular (64GB, White) Australian Stock - Excellent;;;;0;no_match;
ipD364GBGryAS-VR-ASN-AU;Apple iPad 3 (64GB, Grey) Australian Stock - Pristine;;;;0;no_match;
iPad4128GBCellBlk-RD-VR-EXD-AU;Apple iPad 4 Cellular (128GB, Black) - Excellent;;;;0;no_match;
